id; subtype; type; rarity; carry_limit; carry_limit_twisted; sort_order; flags; icon_id; icon_color; sell_price; buy_price; name; description
1151; 0; 1; 8; 99; 99; 1290; 0; 43; 2; 2170; 21700; Rathian Shard; Very rare Rathian material. Mostly obtained by carving. Broadly used for many purposes.
1152; 0; 1; 8; 99; 99; 1293; 0; 46; 2; 3270; 32700; Rathian Cortex; Very rare Rathian material. Mostly obtained as a reward. Solid, used to craft gear.
1153; 0; 1; 8; 99; 99; 1295; 0; 59; 2; 4370; 43700; Rathian Weave; Very rare Rathian material. Obtained by breaking its wings. Supple, used to craft gear.
1154; 0; 1; 8; 99; 99; 1298; 0; 41; 2; 4510; 45100; Rathian Surspike; Very rare Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
1155; 0; 1; 10; 99; 99; 1301; 2048; 47; 2; 12000; 120000; Rathian Mantle; Very rare Rathian material. Used to craft weapons powerful enough to take over the world.
1156; 0; 1; 8; 99; 99; 1303; 0; 43; 8; 2430; 24300; Pink Rathian Shard; Very rare Pink Rathian material. Mostly obtained by carving. Broadly used for many purposes.
1157; 0; 1; 8; 99; 99; 1305; 0; 46; 8; 3530; 35300; Pink Rathian Cortex; Very rare Pink Rathian material. Mostly obtained as a reward. Solid, used to craft gear.
1158; 0; 1; 10; 99; 99; 1306; 0; 43; 4; 4350; 43500; Gold Rathian Shard; Very rare Gold Rathian material. Mostly obtained by carving. Broadly used for many purposes.
1159; 0; 1; 10; 99; 99; 1307; 0; 46; 4; 6650; 66500; Gold Rathian Cortex; Very rare Gold Rathian material. Mostly obtained as a reward. Solid, used to craft gear.
1160; 0; 1; 10; 99; 99; 1308; 0; 41; 4; 9150; 91500; Gold Rathian Surspike; Very rare Gold Rathian material. Obtained by carving its severed tail. Compatible with poison.
1161; 0; 1; 8; 99; 99; 1311; 0; 43; 3; 1300; 13000; Tzitzi-Ya-Ku Shard; Very rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
1162; 0; 1; 8; 99; 99; 1314; 0; 44; 3; 1900; 19000; Tzitzi-Ya-Ku Thickhide; Very rare Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear.
1163; 0; 1; 8; 99; 99; 1317; 0; 45; 3; 2500; 25000; Tzitzi-Ya-Ku Hardclaw; Very rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons.
1164; 0; 1; 8; 99; 99; 1320; 0; 41; 3; 2600; 26000; Tzitzi-Ya-Ku Photomembrane; Very rare Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Used for many purposes.
1165; 0; 1; 8; 99; 99; 1323; 0; 44; 0; 3240; 32400; Paolumu Thickfur; Very rare Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
1166; 0; 1; 8; 99; 99; 1326; 0; 43; 0; 2140; 21400; Paolumu Shard; Very rare Paolumu material. Mostly obtained by carving. Solid, used to craft gear.
1167; 0; 1; 8; 99; 99; 1329; 0; 46; 8; 4380; 43800; Paolumu Cortex; Very rare material from Paolumu and its subspecies. Obtained by breaking its tail.
1168; 0; 1; 8; 99; 99; 1332; 0; 59; 0; 4340; 43400; Paolumu Fellwing; Very rare Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear.
1169; 0; 1; 8; 99; 99; 1333; 0; 44; 5; 3300; 33000; Nightshade Paolumu Thickfur; Very rare Nightshade Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
1170; 0; 1; 8; 99; 99; 1334; 0; 43; 5; 2200; 22000; Nightshade Paolumu Shard; Very rare Nightshade Paolumu material. Mostly obtained by carving. Solid, used to craft gear.
1171; 0; 1; 8; 99; 99; 1335; 0; 59; 5; 4400; 44000; Nightshade Paolumu Fellwing; Very rare Nightshade Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear.
1172; 0; 1; 8; 99; 99; 1338; 0; 43; 10; 1310; 13100; Great Girros Shard; Very rare Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
1173; 0; 1; 8; 99; 99; 1341; 0; 44; 10; 1910; 19100; Great Girros Thickhide; Very rare Great Girros material. Mostly obtained as a reward. Supple, used to craft gear.
1174; 0; 1; 8; 99; 99; 1344; 0; 41; 10; 2730; 27300; Great Girros Hardhood; Very rare Great Girros material. Obtained by breaking its head. Unusual, used in select gear.
1175; 0; 1; 8; 99; 99; 1347; 0; 45; 10; 2130; 21300; Great Girros Hardfang; Very rare Great Girros material. Obtained by breaking its head. Grants paralytic properties.
1176; 0; 1; 8; 99; 99; 1349; 0; 52; 10; 2510; 25100; Great Girros Lash; Very rare Great Girros material. Obtained by carving its severed tail. Stiff, used to craft gear.
1177; 0; 1; 8; 99; 99; 1352; 0; 43; 0; 2150; 21500; Radobaan Shard; Very rare Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
1178; 0; 1; 8; 99; 99; 1355; 0; 46; 0; 3250; 32500; Radobaan Cortex; Very rare Radobaan material. Mostly obtained as a reward. Solid, used to craft gear.
1179; 0; 1; 8; 99; 99; 1357; 0; 41; 0; 4400; 44000; Radobaan Oilshell+; Very rare Radobaan material. Obtained by carving its severed tail. Impact-resistant, used to craft gear.
1180; 0; 1; 8; 99; 99; 1359; 0; 42; 0; 4350; 43500; Large Wyvern Bonemass; Very rare Radobaan material. Obtained by collecting rare drops. Highly dense, used for many purposes.
1181; 0; 1; 9; 99; 99; 1365; 0; 43; 3; 2840; 28400; Legiana Shard; Very rare Legiana material. Mostly obtained by carving. Broadly used for many purposes.
1182; 0; 1; 9; 99; 99; 1368; 0; 44; 3; 4340; 43400; Legiana Thickhide; Very rare Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear.
1183; 0; 1; 9; 99; 99; 1371; 0; 45; 3; 5840; 58400; Legiana Hardclaw; Very rare Legiana material. Mostly obtained by carving. Grants ice element properties.
1184; 0; 1; 9; 99; 99; 1374; 0; 59; 3; 5880; 58800; Legiana Fellwing; Very rare Legiana material. Obtained by breaking its wings. Supple, used to craft gear.
1185; 0; 1; 9; 99; 99; 1376; 0; 52; 3; 5920; 59200; Legiana Tail Webbing+; Very rare Legiana material. Obtained by breaking its tail. Supple, used to craft gear.
1186; 0; 1; 10; 99; 99; 1379; 2048; 47; 3; 15000; 150000; Legiana Mantle; Very rare Legiana material. Used to craft weapons powerful enough to take over the world.
1187; 0; 0; 3; 99; 99; 1; 0; 0; 0; 0; 0; Unavailable; Unavailable
1188; 0; 1; 9; 99; 99; 1380; 0; 44; 0; 5460; 54600; Rimed Hide; Very rare Shrieking Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear.
1189; 0; 1; 9; 99; 99; 1381; 0; 45; 10; 7360; 73600; Obsidian Icetalon; Very rare Shrieking Legiana material. Mostly obtained by carving. Grants ice element properties.
1190; 0; 1; 9; 99; 99; 1382; 0; 59; 0; 7420; 74200; Stark Wing; Very rare Shrieking Legiana material. Obtained by breaking its wings. Supple, used to craft gear.
1191; 0; 0; 3; 99; 99; 1; 0; 0; 0; 0; 0; Unavailable; Unavailable
1192; 0; 0; 3; 99; 99; 1; 0; 0; 0; 0; 0; Unavailable; Unavailable
1193; 0; 1; 9; 99; 99; 1388; 0; 43; 14; 2850; 28500; Odogaron Shard; Very rare Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
1194; 0; 1; 9; 99; 99; 1391; 0; 41; 14; 4350; 43500; Hard Odogaron Sinew; Very rare Odogaron material. Mostly obtained as a reward. Solid, used to craft gear.
1195; 0; 1; 9; 99; 99; 1394; 0; 45; 14; 5850; 58500; Odogaron Hardclaw; Very rare Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons.
1196; 0; 1; 9; 99; 99; 1397; 0; 45; 14; 5900; 59000; Odogaron Hardfang; Very rare Odogaron material. Obtained by breaking its head. Sharp, used in many weapons.
1197; 0; 1; 9; 99; 99; 1399; 0; 52; 14; 6000; 6000; Odogaron Lash; Very rare Odogaron material. Obtained by carving its severed tail. Stiff, used to craft gear.
1198; 0; 1; 10; 99; 99; 1402; 2048; 47; 14; 15000; 150000; Odogaron Mantle; Very rare Odogaron material. Used to craft weapons powerful enough to take over the world.
1199; 0; 1; 9; 99; 99; 1403; 0; 43; 10; 3580; 35800; Ebony Odogaron Shard; Very rare Ebony Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
1200; 0; 1; 9; 99; 99; 1404; 0; 41; 10; 5480; 54800; Hard Ebony Odogaron Sinew; Very rare Ebony Odogaron material. Mostly obtained as a reward. Solid, used to craft gear.
1201; 0; 1; 9; 99; 99; 1405; 0; 45; 10; 7380; 73800; Ebony Odogaron Hardclaw; Very rare Ebony Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons.
1202; 0; 1; 9; 99; 99; 1406; 0; 45; 10; 7460; 74600; Ebony Odogaron Hardfang; Very rare Ebony Odogaron material. Obtained by breaking its head. Sharp, used in many weapons.
1203; 0; 1; 9; 99; 99; 1407; 0; 52; 10; 7620; 76200; Ebony Odogaron Lash; Very rare Ebony Odogaron material. Obtained by carving its severed tail. Stiff, used to craft gear.
1204; 0; 1; 10; 99; 99; 1408; 2048; 47; 10; 18000; 180000; Ebony Odogaron Mantle; Very rare Ebony Odogaron material. Used to craft weapons powerful enough to take over the world.
1205; 0; 1; 9; 99; 99; 1411; 0; 43; 1; 2870; 28700; Rathalos Shard; Very rare Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
1206; 0; 1; 9; 99; 99; 1414; 0; 46; 1; 4370; 43700; Rathalos Cortex; Very rare Rathalos material. Mostly obtained as a reward. Solid, used to craft gear.
1207; 0; 1; 9; 99; 99; 1417; 0; 59; 1; 5940; 59400; Rathalos Fellwing; Very rare Rathalos material. Obtained by breaking its wings. Supple, used to craft gear.
1208; 0; 1; 9; 99; 99; 1419; 0; 52; 1; 6010; 60100; Rathalos Lash; Very rare Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
1209; 0; 1; 9; 99; 99; 1421; 0; 45; 1; 5870; 58700; Rath Wingtalon+; Very rare material from Rathian and Rathalos. Obtained by breaking its wings.
1210; 0; 1; 10; 99; 99; 1426; 2048; 47; 1; 15000; 150000; Rathalos Mantle; Very rare Rathalos material. Used to craft weapons powerful enough to take over the world.
1211; 0; 1; 9; 99; 99; 1428; 0; 43; 3; 3550; 35500; Azure Rathalos Shard; Very rare Azure Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
1212; 0; 1; 9; 99; 99; 1430; 0; 46; 3; 5450; 54500; Azure Rathalos Cortex; Very rare Azure Rathalos material. Mostly obtained as a reward. Solid, used to craft gear.
1213; 0; 1; 9; 99; 99; 1432; 0; 52; 3; 7500; 75000; Azure Rathalos Lash; Very rare Azure Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
1214; 0; 1; 9; 99; 99; 1434; 0; 59; 3; 7350; 73500; Azure Rathalos Fellwing; Very rare Azure Rathalos material. Obtained by breaking its wings. Supple, used to craft gear.
1215; 0; 1; 10; 99; 99; 1435; 0; 43; 10; 4370; 43700; Silver Rathalos Shard; Very rare Silver Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
1216; 0; 1; 10; 99; 99; 1436; 0; 46; 10; 6670; 66700; Silver Rathalos Cortex; Very rare Silver Rathalos material. Mostly obtained as a reward. Solid, used to craft gear.
1217; 0; 1; 10; 99; 99; 1437; 0; 59; 10; 9140; 91400; Silver Rathalos Fellwing; Very rare Silver Rathalos material. Obtained by breaking its wings. Supple, used to craft gear.
1218; 0; 1; 10; 99; 99; 1438; 0; 52; 10; 9480; 94800; Silver Rathalos Lash; Very rare Silver Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
1219; 0; 1; 10; 99; 99; 1439; 0; 5; 4; 8970; 89700; Rath Gleam; Very rare material from Rathian or Rathalos. Obtained by breaking the head.
1220; 0; 1; 9; 99; 99; 1442; 0; 46; 11; 2880; 28800; Diablos Cortex; Very rare Diablos material. Mostly obtained by carving. Broadly used for many purposes.
1221; 0; 1; 9; 99; 99; 1445; 0; 41; 11; 4380; 43800; Diablos Chine; Very rare Diablos material. Mostly obtained as a reward. Solid, used to craft gear.
1222; 0; 1; 9; 99; 99; 1447; 0; 41; 11; 5960; 59600; Diablos Tailcase+; Very rare Diablos material. Obtained by carving its severed tail. Sturdy, but difficult to handle.
1223; 0; 1; 9; 99; 99; 1451; 0; 45; 11; 7540; 75400; Twisted Stouthorn; Very rare Diablos material. Obtained by breaking its horns. Stout, used in many weapons.
1224; 0; 1; 10; 99; 99; 1452; 2048; 45; 11; 15000; 150000; Diablos Hardhorn; Very rare material from Diablos and its subspecies. Obtained by breaking its horns.
1225; 0; 1; 9; 99; 99; 1456; 0; 46; 10; 3540; 35400; Black Diablos Cortex; Very rare Black Diablos material. Mostly obtained by carving. Broadly used for many purposes.
1226; 0; 1; 9; 99; 99; 1458; 0; 41; 10; 5440; 54400; Black Diablos Chine; Very rare Black Diablos material. Mostly obtained as a reward. Solid, used to craft gear.
1227; 0; 1; 9; 99; 99; 1460; 0; 45; 10; 8140; 81400; Blackcurl Stouthorn; Very rare Black Diablos material. Obtained by breaking its horns. Stout, used in many weapons.
1228; 0; 1; 8; 99; 99; 1462; 0; 43; 3; 1520; 15200; Dodogama Shard; Very rare Dodogama material. Mostly obtained by carving. Broadly used for many purposes.
1229; 0; 1; 8; 99; 99; 1464; 0; 44; 3; 2220; 22200; Dodogama Thickhide; Very rare Dodogama material. Mostly obtained as a reward. Supple, used to craft gear.
1230; 0; 1; 8; 99; 99; 1466; 0; 60; 3; 3280; 32800; Dodogama Mandible; Very rare Dodogama material. Obtained by breaking its head. Unusual and difficult to handle.
1231; 0; 1; 8; 99; 99; 1468; 0; 45; 3; 3040; 30400; Dodogama Hardclaw; Very rare Dodogama material. Obtained by breaking its forelegs. Heavy, used in many weapons.
1232; 0; 1; 8; 99; 99; 1470; 0; 52; 3; 3520; 35200; Dodogama Lash; Very rare Dodogama material. Obtained by carving its severed tail. Tough, used in many weapons.
1233; 0; 1; 9; 99; 99; 1472; 0; 43; 10; 2860; 28600; Lavasioth Shard; Very rare Lavasioth material. Mostly obtained by carving. Broadly used for many purposes.
1234; 0; 1; 9; 99; 99; 1474; 0; 46; 10; 4360; 43600; Lavasioth Cortex; Very rare Lavasioth material. Mostly obtained as a reward. Solid, used to craft gear.
1235; 0; 1; 9; 99; 99; 1476; 0; 45; 10; 5860; 58600; Lavasioth Hardfang; Very rare Lavasioth material. Obtained by breaking its head. Sharp, used in many weapons.
1236; 0; 1; 9; 99; 99; 1478; 0; 41; 10; 5920; 59200; Lavasioth Grandfin; Very rare Lavasioth material. Obtained by breaking its dorsal fin. Used for many purposes.
1237; 0; 1; 9; 99; 99; 1480; 0; 43; 4; 2890; 28900; Uragaan Shard; Very rare Uragaan material. Mostly obtained by carving. Broadly used for many purposes.
1238; 0; 1; 9; 99; 99; 1482; 0; 46; 4; 4390; 43900; Uragaan Cortex; Very rare Uragaan material. Mostly obtained as a reward. Solid, used to craft gear.
1239; 0; 1; 9; 99; 99; 1484; 0; 60; 4; 6070; 60700; Uragaan Jaw+; Very rare Uragaan material. Obtained from breaking its jaw. Unusual, used in select gear.
1240; 0; 1; 9; 99; 99; 1486; 0; 41; 4; 5470; 54700; Uragaan Scute+; Very rare Uragaan material. Obtained by carving its severed tail. Highly heat-resistant, used to craft gear.
1241; 0; 1; 10; 99; 99; 1489; 2048; 47; 4; 15000; 150000; Uragaan Pallium; Very rare Uragaan material. Used to craft weapons powerful enough to take over the world.
1242; 0; 1; 9; 99; 99; 1491; 0; 46; 0; 2910; 29100; Barioth Cortex; Very rare Barioth material. Mostly obtained by carving. Solid, used to craft gear.
1243; 0; 1; 9; 99; 99; 1492; 0; 44; 0; 4410; 44100; Barioth Thickfur; Very rare Barioth material. Mostly obtained as a reward. Broadly used for many purposes.
1244; 0; 1; 9; 99; 99; 1493; 0; 45; 0; 5910; 59100; Barioth Hardclaw; Very rare Barioth material. Obtained as a reward and by carving. Sharp, used in many weapons.
1245; 0; 1; 9; 99; 99; 1494; 0; 41; 0; 6020; 60200; Barioth Greatspike; Very rare Barioth material. Obtained by breaking its wings. Tough, used in many weapons.
1246; 0; 1; 9; 99; 99; 1495; 0; 52; 0; 6130; 61300; Barioth Lash; Very rare Barioth material. Obtained by carving its severed tail. Stiff, used to craft gear.
1247; 0; 1; 9; 99; 99; 1496; 0; 45; 7; 6240; 62400; Amber Hardfang; Very rare Barioth material. Obtained by breaking its head. Sharp, used in many weapons.
1248; 0; 1; 9; 99; 99; 1500; 0; 43; 10; 2940; 29400; Nargacuga Shard; Very rare Nargacuga material. Mostly obtained by carving. Solid, used to craft gear.
1249; 0; 1; 9; 99; 99; 1501; 0; 44; 10; 4440; 44400; Nargacuga Blackfur+; Very rare Nargacuga material. Mostly obtained as a reward. Solid, used to craft gear.
1250; 0; 1; 9; 99; 99; 1502; 0; 52; 10; 6220; 62200; Nargacuga Lash; Very rare Nargacuga material. Obtained by carving its severed tail. Stiff, used to craft gear.
1251; 0; 1; 9; 99; 99; 1503; 0; 41; 10; 6340; 63400; Nargacuga Tailspear; Very rare Nargacuga material. Obtained by collecting rare drops. Broadly used for many purposes.
1252; 0; 1; 9; 99; 99; 1504; 0; 59; 10; 5940; 59400; Nargacuga Cutwing+; Very rare Nargacuga material. Obtained by breaking its wings. Sharp, used in many weapons.
1253; 0; 1; 9; 99; 99; 1505; 0; 45; 10; 6080; 60800; Nargacuga Hardfang; Very rare Nargacuga material. Obtained by breaking its head. Tough, used in many weapons.
1254; 0; 1; 10; 99; 99; 1506; 2048; 47; 10; 15000; 150000; Nargacuga Mantle; Very rare Nargacuga material. Used to craft weapons powerful enough to take over the world.
1255; 0; 1; 9; 99; 99; 1507; 0; 43; 4; 2920; 29200; Tigrex Shard; Very rare Tigrex material. Mostly obtained by carving. Broadly used for many purposes.
1256; 0; 1; 9; 99; 99; 1508; 0; 46; 4; 4420; 44200; Tigrex Cortex; Very rare Tigrex material. Mostly obtained as a reward. Solid, used to craft gear.
1257; 0; 1; 9; 99; 99; 1509; 0; 52; 4; 6160; 61600; Tigrex Lash; Very rare Tigrex material. Obtained by carving its severed tail. Stiff, used to craft gear.
1258; 0; 1; 9; 99; 99; 1510; 0; 45; 4; 6040; 60400; Tigrex Hardclaw; Very rare Tigrex material. Obtained by breaking its forelegs. Sharp, used in many weapons.
1259; 0; 1; 9; 99; 99; 1511; 0; 45; 4; 5920; 59200; Tigrex Hardfang; Very rare Tigrex material. Obtained by breaking its head. Sharp, used in many weapons.
1260; 0; 1; 10; 99; 99; 1512; 2048; 47; 4; 15000; 150000; Tigrex Mantle; Very rare Tigrex material. Used to craft weapons powerful enough to take over the world.
1261; 0; 1; 9; 99; 99; 1513; 0; 43; 10; 3640; 36400; Brute Tigrex Shard; Very rare Brute Tigrex material. Mostly obtained by carving. Broadly used for many purposes.
1262; 0; 1; 9; 99; 99; 1514; 0; 46; 10; 5540; 55400; Brute Tigrex Cortex; Very rare Brute Tigrex material. Mostly obtained as a reward. Solid, used to craft gear.
1263; 0; 1; 9; 99; 99; 1515; 0; 45; 10; 7440; 74400; Brute Tigrex Hardclaw; Very rare Brute Tigrex material. Obtained by breaking its forelegs. Used in many weapons.
1264; 0; 1; 9; 99; 99; 1516; 0; 45; 10; 7720; 77200; Brute Tigrex Hardfang; Very rare Brute Tigrex material. Obtained by breaking its head. Used in many weapons.
1265; 0; 1; 9; 99; 99; 1517; 0; 43; 1; 2930; 29300; Glavenus Shard; Very rare Glavenus material. Mostly obtained by carving. Solid, used to craft gear.
1266; 0; 1; 9; 99; 99; 1518; 0; 46; 16; 4430; 44300; Glavenus Cortex; Very rare Glavenus material. Mostly obtained as a reward. Solid, used to craft gear.
1267; 0; 1; 9; 99; 99; 1519; 0; 45; 16; 5930; 59300; Glavenus Hardfang; Very rare Glavenus material. Obtained by breaking its head. Sharp, used in many weapons.
1268; 0; 1; 9; 99; 99; 1520; 0; 46; 16; 6190; 61900; Glavenus Hellshell; Very rare Glavenus material. Obtained by breaking its back. Highly heat-resistant, used to craft gear.
1269; 0; 1; 9; 99; 99; 1521; 0; 52; 16; 6450; 64500; Glavenus Tailedge; Very rare Glavenus material. Obtained by carving its severed tail. Stiff, used to craft gear.
1270; 0; 1; 9; 99; 99; 1522; 0; 13; 1; 6060; 60600; Molten Bursa; Very rare Glavenus material. Obtained by collecting rare drops. Unusual, used to craft gear.
1271; 0; 1; 10; 99; 99; 1523; 2048; 47; 1; 15000; 150000; Glavenus Mantle; Very rare Glavenus material. Used to craft weapons powerful enough to take over the world.
1272; 0; 1; 9; 99; 99; 1524; 0; 43; 12; 3570; 35700; Acidic Glavenus Shard; Very rare Acidic Glavenus material. Mostly obtained by carving. Solid, used to craft gear.
1273; 0; 1; 9; 99; 99; 1525; 0; 46; 12; 5470; 54700; Acidic Glavenus Cortex; Very rare Acidic Glavenus material. Mostly obtained as a reward. Solid, used to craft gear.
1274; 0; 1; 9; 99; 99; 1526; 0; 45; 12; 7370; 73700; Acidic Glavenus Hardfang; Very rare Acidic Glavenus material. Obtained by breaking its head. Used in many weapons.
1275; 0; 1; 9; 99; 99; 1527; 0; 46; 12; 7510; 75100; Acidic Glavenus Spineshell; Very rare Acidic Glavenus material. Obtained by breaking its back. Often used to craft gear.
1276; 0; 1; 9; 99; 99; 1528; 0; 52; 12; 7650; 76500; Acidic Glavenus Tailedge; Very rare Acidic Glavenus material. Obtained by carving its severed tail. Used to craft gear.
1277; 0; 1; 9; 99; 99; 1529; 0; 41; 4; 7440; 74400; Honed Acidcryst; Very rare Acidic Glavenus material. Obtained by collecting rare drops. Unusual, used to craft gear.
1278; 0; 0; 3; 99; 99; 1; 0; 0; 0; 0; 0; Unavailable; Unavailable
1279; 0; 1; 9; 99; 99; 1531; 0; 46; 15; 2950; 29500; Brachydios Cortex; Very rare Brachydios material. Mostly obtained by carving. Broadly used for many purposes.
1280; 0; 1; 9; 99; 99; 1532; 0; 41; 15; 4450; 44500; Fine Brachydios Ebonshell; Very rare Brachydios material. Mostly obtained as a reward. Solid, used to craft gear.
1281; 0; 1; 9; 99; 99; 1533; 0; 60; 15; 5950; 59500; Brachydios Crown; Very rare Brachydios material. Obtained by breaking its head. Tough, used in many weapons.
1282; 0; 1; 9; 99; 99; 1534; 0; 5; 2; 4600; 46000; Glowing Slime; Very rare Brachydios material. Obtained by collecting rare drops. Highly dense, used for many purposes.
1283; 0; 1; 9; 99; 99; 1535; 0; 41; 15; 6100; 61000; Brachydios Pounder+; Very rare Brachydios material. Obtained by breaking its forelimbs. Tough, used to craft gear.
1284; 0; 1; 9; 99; 99; 1536; 0; 52; 15; 6250; 62500; Brachydios Lash; Very rare Brachydios material. Obtained by carving its severed tail. Stiff, used to craft gear.
1285; 0; 1; 10; 99; 99; 1537; 2048; 47; 15; 15000; 150000; Brachydios Pallium; Very rare Brachydios material. Used to craft weapons powerful enough to take over the world.
1286; 0; 1; 10; 99; 99; 1539; 0; 60; 7; 10600; 106000; Brach Warhead; Very rare Raging Brachydios material. A skull that rage has turned into something far worse.
1287; 0; 1; 10; 99; 99; 1540; 0; 5; 1; 7900; 79000; Flashpoint Slime; Very rare Raging Brachydios material. Red Brachydios slime at its most volatile.
1288; 0; 1; 10; 99; 99; 1541; 0; 41; 7; 10900; 109000; Brach Obliterator; Very rare Raging Brachydios material. A violent core capable of instantly obliterating targets.
1289; 0; 1; 11; 99; 99; 1542; 2048; 47; 7; 24000; 240000; Immortal Reactor; Very rare Raging Brachydios material. A rare organ used to render slime more volatile when in peril.
1290; 0; 1; 9; 99; 99; 1543; 0; 43; 19; 3620; 36200; Garuga Shard; Very rare Yian Garuga material. Mostly obtained by carving. Broadly used for many purposes.
1291; 0; 1; 9; 99; 99; 1544; 0; 46; 19; 5520; 55200; Garuga Cortex; Very rare Yian Garuga material. Mostly obtained as a reward. Solid, used to craft gear.
1292; 0; 1; 9; 99; 99; 1545; 0; 41; 19; 5920; 59200; Garuga Auricle; Very rare Yian Garuga material. Obtained by breaking its head. Supple, used to craft gear.
1293; 0; 1; 9; 99; 99; 1546; 0; 60; 19; 6040; 60400; Fancy Beak; Very rare Yian Garuga material. Obtained by breaking its head. Stout, used in many weapons.
1294; 0; 1; 9; 99; 99; 1547; 0; 59; 19; 7540; 75400; Garuga Fellwing; Very rare Yian Garuga material. Obtained by breaking its wings. Supple, used to craft gear.
1295; 0; 1; 9; 99; 99; 1548; 0; 52; 19; 7660; 76600; Garuga Lash; Very rare Yian Garuga material. Obtained by carving its severed tail. Stiff, used to craft gear.
1296; 0; 1; 9; 99; 99; 1549; 0; 41; 0; 7420; 74200; Garuga Silverpelt; Very rare Yian Garuga material. Obtained by breaking its back. Used for many purposes.
1297; 0; 1; 8; 99; 99; 1551; 0; 46; 12; 5560; 55600; Zinogre Cortex; Very rare Zinogre material. Mostly obtained as a reward. Solid, used to craft gear.
1298; 0; 1; 8; 99; 99; 1552; 0; 41; 12; 3660; 36600; Zinogre Electrofur+; Very rare Zinogre material. Mostly obtained as a reward. Solid, used to craft gear.
1299; 0; 1; 8; 99; 99; 1553; 0; 45; 12; 7780; 77800; Zinogre Hardhorn; Very rare Zinogre material. Obtained by breaking its head. Stout, used in many weapons.
1300; 0; 1; 8; 99; 99; 1554; 0; 45; 12; 7460; 74600; Zinogre Hardclaw; Very rare Zinogre material. Obtained by breaking its forelegs. Sharp, used in many weapons.
1301; 0; 1; 8; 99; 99; 1555; 0; 52; 12; 8100; 81000; Zinogre Lash; Very rare Zinogre material. Obtained by carving its severed tail. Stiff, used to craft gear.
1302; 0; 1; 8; 99; 99; 1556; 0; 46; 12; 7620; 76200; Zinogre Deathly Shocker; Very rare Zinogre material. Mostly obtained by carving. Compatible with thunder element.
1303; 0; 1; 9; 99; 99; 1557; 0; 23; 3; 4600; 46000; Fulgurbug; Very rare Zinogre material, obtained with capture net while it's toppled. Compatible with thunder element.
1304; 0; 1; 10; 99; 99; 1558; 2048; 47; 12; 18000; 180000; Zinogre Skymerald; Very rare Zinogre material. Used to craft weapons powerful enough to take over the world.
1305; 0; 1; 8; 99; 99; 1559; 0; 46; 10; 6630; 66300; Stygian Zinogre Cortex; Very rare Stygian Zinogre material. Mostly obtained as a reward. Solid, used to craft gear.
1306; 0; 1; 8; 99; 99; 1560; 0; 41; 10; 4330; 43300; Stygian Zinogre Dragonlocks; Very rare Stygian Zinogre material. Mostly obtained as a reward. Solid, used to craft gear.
1307; 0; 1; 8; 99; 99; 1561; 0; 45; 10; 9190; 91900; Stygian Zinogre Hardhorn; Very rare Stygian Zinogre material. Obtained by breaking its head. Stout, used in many weapons.
1308; 0; 1; 8; 99; 99; 1562; 0; 45; 10; 8930; 89300; Stygian Zinogre Hardclaw; Very rare Stygian Zinogre material. Obtained by breaking its forelegs. Sharp, used in many weapons.
1309; 0; 1; 8; 99; 99; 1563; 0; 52; 10; 9450; 94500; Stygian Zinogre Lash; Very rare Stygian Zinogre material. Obtained by carving its severed tail. Stiff, used to craft gear.
1310; 0; 1; 8; 99; 99; 1564; 0; 46; 10; 9060; 90600; Stygian Zinogre Dragonhold; Very rare Stygian Zinogre material. Mostly obtained by carving. Compatible with dragon element.
1311; 0; 1; 9; 99; 99; 1565; 0; 23; 10; 5520; 55200; Dracophage Bug; Very rare Stygian Zinogre material. Can be gathered when it's toppled. Grants dragon element properties.
1312; 0; 1; 10; 99; 99; 1566; 2048; 47; 10; 21000; 210000; Stygian Zinogre Skymerald; Very rare Stygian Zinogre material. Used to craft weapons powerful enough to take over the world.
1313; 0; 1; 10; 99; 99; 1568; 0; 43; 0; 4220; 42200; Bazelgeuse Shard; Very rare Seething Bazelgeuse material. Mostly obtained by carving. Used for many purposes.
